study: 1from: 4000 successful	time increment: 0.4288954734802246	 total time: 0.4288954734802246
study: 579from: 4000 successful	time increment: 0.18568181991577148	 total time: 134.27470707893372
study: 580from: 4000 successful	time increment: 0.24993157386779785	 total time: 134.5246386528015
study: 581from: 4000 successful	time increment: 0.2801625728607178	 total time: 134.80480122566223
study: 582from: 4000 successful	time increment: 0.24509000778198242	 total time: 135.0498912334442
study: 583from: 4000 successful	time increment: 0.16531825065612793	 total time: 135.21520948410034
study: 584from: 4000 successful	time increment: 0.30911922454833984	 total time: 135.52432870864868
study: 585from: 4000 successful	time increment: 0.28348588943481445	 total time: 135.8078145980835
study: 586from: 4000 successful	time increment: 0.1980881690979004	 total time: 136.0059027671814
study: 587from: 4000 successful	time increment: 0.28649115562438965	 total time: 136.2923939228058
study: 588from: 4000 successful	time increment: 0.2545475959777832	 total time: 136.54694151878357
study: 589from: 4000 successful	time increment: 0.2687995433807373	 total time: 136.8157410621643
study: 590from: 4000 successful	time increment: 0.21164965629577637	 total time: 137.02739071846008
study: 591from: 4000 successful	time increment: 0.2230241298675537	 total time: 137.25041484832764
study: 592from: 4000 successful	time increment: 0.08520030975341797	 total time: 137.33561515808105
study: 593from: 4000 successful	time increment: 0.29502296447753906	 total time: 137.6306381225586
study: 594from: 4000 successful	time increment: 0.08516168594360352	 total time: 137.7157998085022
study: 595from: 4000 successful	time increment: 0.26288723945617676	 total time: 137.97868704795837
study: 596from: 4000 successful	time increment: 0.21274614334106445	 total time: 138.19143319129944
study: 597from: 4000 successful	time increment: 0.2779664993286133	 total time: 138.46939969062805
study: 598from: 4000 successful	time increment: 0.2592012882232666	 total time: 138.72860097885132
study: 599from: 4000 successful	time increment: 0.37055206298828125	 total time: 139.0991530418396
study: 600from: 4000 successful	time increment: 0.19958043098449707	 total time: 139.2987334728241
study: 601from: 4000 successful	time increment: 0.31868791580200195	 total time: 139.6174213886261
study: 602from: 4000 successful	time increment: 0.2552049160003662	 total time: 139.87262630462646
study: 603from: 4000 successful	time increment: 0.2199108600616455	 total time: 140.0925371646881
study: 604from: 4000 successful	time increment: 0.30712008476257324	 total time: 140.39965724945068
study: 605from: 4000 successful	time increment: 0.3390076160430908	 total time: 140.73866486549377
study: 606from: 4000 successful	time increment: 0.1278698444366455	 total time: 140.86653470993042
study: 607from: 4000 successful	time increment: 0.22053909301757812	 total time: 141.087073802948
study: 608from: 4000 successful	time increment: 0.20423197746276855	 total time: 141.29130578041077
study: 609from: 4000 successful	time increment: 0.2863008975982666	 total time: 141.57760667800903
study: 610from: 4000 successful	time increment: 0.32118821144104004	 total time: 141.89879488945007
study: 611from: 4000 successful	time increment: 0.14845514297485352	 total time: 142.04725003242493
study: 612from: 4000 successful	time increment: 0.3239564895629883	 total time: 142.37120652198792
study: 613from: 4000 successful	time increment: 0.26575613021850586	 total time: 142.63696265220642
study: 614from: 4000 successful	time increment: 0.2976806163787842	 total time: 142.9346432685852
study: 615from: 4000 successful	time increment: 0.34596943855285645	 total time: 143.28061270713806
study: 616from: 4000 successful	time increment: 0.2741892337799072	 total time: 143.55480194091797
study: 617from: 4000 successful	time increment: 0.33506011962890625	 total time: 143.88986206054688
study: 618from: 4000 successful	time increment: 0.3019702434539795	 total time: 144.19183230400085
study: 619from: 4000 successful	time increment: 0.28122901916503906	 total time: 144.4730613231659
study: 620from: 4000 successful	time increment: 0.33675146102905273	 total time: 144.80981278419495
study: 621from: 4000 successful	time increment: 0.20657086372375488	 total time: 145.0163836479187
study: 622from: 4000 successful	time increment: 0.2765984535217285	 total time: 145.29298210144043
study: 623from: 4000 successful	time increment: 0.2432241439819336	 total time: 145.53620624542236
study: 624from: 4000 successful	time increment: 0.2008066177368164	 total time: 145.73701286315918
study: 625from: 4000 successful	time increment: 0.20423221588134766	 total time: 145.94124507904053
study: 626from: 4000 successful	time increment: 0.24417471885681152	 total time: 146.18541979789734
study: 627from: 4000 successful	time increment: 0.29801225662231445	 total time: 146.48343205451965
study: 628from: 4000 successful	time increment: 0.15499019622802734	 total time: 146.63842225074768
study: 629from: 4000 successful	time increment: 0.3020439147949219	 total time: 146.9404661655426
study: 630from: 4000 successful	time increment: 0.16700196266174316	 total time: 147.10746812820435
study: 631from: 4000 successful	time increment: 0.19893932342529297	 total time: 147.30640745162964
study: 632from: 4000 successful	time increment: 0.39115166664123535	 total time: 147.69755911827087
study: 633from: 4000 successful	time increment: 0.2435617446899414	 total time: 147.94112086296082
study: 634from: 4000 successful	time increment: 0.22896623611450195	 total time: 148.17008709907532
study: 635from: 4000 successful	time increment: 0.20031213760375977	 total time: 148.37039923667908
study: 636from: 4000 successful	time increment: 0.19559073448181152	 total time: 148.5659899711609
study: 637from: 4000 successful	time increment: 0.13990092277526855	 total time: 148.70589089393616
study: 638from: 4000 successful	time increment: 0.292804479598999	 total time: 148.99869537353516
study: 639from: 4000 successful	time increment: 0.19263434410095215	 total time: 149.1913297176361
study: 640from: 4000 successful	time increment: 0.22613525390625	 total time: 149.41746497154236
study: 641from: 4000 successful	time increment: 0.265578031539917	 total time: 149.68304300308228
study: 642from: 4000 successful	time increment: 0.0935056209564209	 total time: 149.7765486240387
study: 643from: 4000 successful	time increment: 0.21899890899658203	 total time: 149.99554753303528
study: 644from: 4000 successful	time increment: 0.2720465660095215	 total time: 150.2675940990448
study: 645from: 4000 successful	time increment: 0.24789738655090332	 total time: 150.5154914855957
study: 646from: 4000 successful	time increment: 0.24262642860412598	 total time: 150.75811791419983
study: 647from: 4000 successful	time increment: 0.11333155632019043	 total time: 150.87144947052002
study: 648from: 4000 successful	time increment: 0.2774226665496826	 total time: 151.1488721370697
study: 649from: 4000 successful	time increment: 0.17264413833618164	 total time: 151.32151627540588
study: 650from: 4000 successful	time increment: 0.16918349266052246	 total time: 151.4906997680664
study: 651from: 4000 successful	time increment: 0.15443682670593262	 total time: 151.64513659477234
study: 652from: 4000 successful	time increment: 0.14298796653747559	 total time: 151.78812456130981
study: 653from: 4000 successful	time increment: 0.22040629386901855	 total time: 152.00853085517883
study: 654from: 4000 successful	time increment: 0.13729453086853027	 total time: 152.14582538604736
study: 655from: 4000 successful	time increment: 0.12375497817993164	 total time: 152.2695803642273
study: 656from: 4000 successful	time increment: 0.1550130844116211	 total time: 152.42459344863892
study: 657from: 4000 successful	time increment: 0.19222354888916016	 total time: 152.61681699752808
study: 658from: 4000 successful	time increment: 0.1394505500793457	 total time: 152.75626754760742
study: 659from: 4000 successful	time increment: 0.2114100456237793	 total time: 152.9676775932312
study: 660from: 4000 successful	time increment: 0.21402573585510254	 total time: 153.1817033290863
study: 661from: 4000 successful	time increment: 0.0990908145904541	 total time: 153.28079414367676
study: 662from: 4000 successful	time increment: 0.22063064575195312	 total time: 153.5014247894287
study: 663from: 4000 successful	time increment: 0.2855076789855957	 total time: 153.7869324684143
study: 664from: 4000 successful	time increment: 0.26370954513549805	 total time: 154.0506420135498
study: 665from: 4000 successful	time increment: 0.2830040454864502	 total time: 154.33364605903625
study: 666from: 4000 successful	time increment: 0.3983347415924072	 total time: 154.73198080062866
study: 667from: 4000 successful	time increment: 0.1695845127105713	 total time: 154.90156531333923
study: 668from: 4000 successful	time increment: 0.2280721664428711	 total time: 155.1296374797821
study: 669from: 4000 successful	time increment: 0.19505691528320312	 total time: 155.3246943950653
study: 670from: 4000 successful	time increment: 0.27329301834106445	 total time: 155.59798741340637
study: 671from: 4000 successful	time increment: 0.3635714054107666	 total time: 155.96155881881714
study: 672from: 4000 successful	time increment: 0.034731149673461914	 total time: 155.9962899684906
study: 673from: 4000 successful	time increment: 0.27507805824279785	 total time: 156.2713680267334
study: 674from: 4000 successful	time increment: 0.26305127143859863	 total time: 156.534419298172
study: 675from: 4000 successful	time increment: 0.18115854263305664	 total time: 156.71557784080505
study: 676from: 4000 successful	time increment: 0.21970057487487793	 total time: 156.93527841567993
study: 677from: 4000 successful	time increment: 0.25097155570983887	 total time: 157.18624997138977
study: 678from: 4000 successful	time increment: 0.14796137809753418	 total time: 157.3342113494873
study: 679from: 4000 successful	time increment: 0.152374267578125	 total time: 157.48658561706543
study: 680from: 4000 successful	time increment: 0.1848893165588379	 total time: 157.67147493362427
study: 681from: 4000 successful	time increment: 0.28447842597961426	 total time: 157.95595335960388
study: 682from: 4000 successful	time increment: 0.36858487129211426	 total time: 158.324538230896
study: 683from: 4000 successful	time increment: 0.21161484718322754	 total time: 158.53615307807922
study: 684from: 4000 successful	time increment: 0.06794500350952148	 total time: 158.60409808158875
study: 685from: 4000 successful	time increment: 0.2580835819244385	 total time: 158.86218166351318
study: 686from: 4000 successful	time increment: 0.214813232421875	 total time: 159.07699489593506
study: 687from: 4000 successful	time increment: 0.21155381202697754	 total time: 159.28854870796204
study: 688from: 4000 successful	time increment: 0.1845688819885254	 total time: 159.47311758995056
study: 689from: 4000 successful	time increment: 0.17976164817810059	 total time: 159.65287923812866
study: 690from: 4000 successful	time increment: 0.15668153762817383	 total time: 159.80956077575684
study: 691from: 4000 successful	time increment: 0.300445556640625	 total time: 160.11000633239746
study: 692from: 4000 successful	time increment: 0.19593596458435059	 total time: 160.3059422969818
study: 693from: 4000 successful	time increment: 0.13660430908203125	 total time: 160.44254660606384
study: 694from: 4000 successful	time increment: 0.2012472152709961	 total time: 160.64379382133484
study: 695from: 4000 successful	time increment: 0.12816786766052246	 total time: 160.77196168899536
study: 696from: 4000 successful	time increment: 0.334911584854126	 total time: 161.1068732738495
study: 697from: 4000 successful	time increment: 0.1666121482849121	 total time: 161.2734854221344
study: 698from: 4000 successful	time increment: 0.19587421417236328	 total time: 161.46935963630676
study: 699from: 4000 successful	time increment: 0.28249311447143555	 total time: 161.7518527507782
study: 700from: 4000 successful	time increment: 0.272083044052124	 total time: 162.02393579483032
study: 701from: 4000 successful	time increment: 0.13323354721069336	 total time: 162.15716934204102
study: 702from: 4000 successful	time increment: 0.3097958564758301	 total time: 162.46696519851685
study: 703from: 4000 successful	time increment: 0.26490259170532227	 total time: 162.73186779022217
study: 704from: 4000 successful	time increment: 0.264528751373291	 total time: 162.99639654159546
study: 705from: 4000 successful	time increment: 0.11754703521728516	 total time: 163.11394357681274
study: 706from: 4000 successful	time increment: 0.20245695114135742	 total time: 163.3164005279541
study: 707from: 4000 successful	time increment: 0.2679009437561035	 total time: 163.5843014717102
study: 708from: 4000 successful	time increment: 0.22918248176574707	 total time: 163.81348395347595
study: 709from: 4000 successful	time increment: 0.19886350631713867	 total time: 164.0123474597931
study: 710from: 4000 successful	time increment: 0.19052696228027344	 total time: 164.20287442207336
study: 711from: 4000 successful	time increment: 0.23520493507385254	 total time: 164.43807935714722
study: 712from: 4000 successful	time increment: 0.2357470989227295	 total time: 164.67382645606995
study: 713from: 4000 successful	time increment: 0.25751304626464844	 total time: 164.9313395023346
study: 714from: 4000 successful	time increment: 0.11922883987426758	 total time: 165.05056834220886
study: 715from: 4000 successful	time increment: 0.25600361824035645	 total time: 165.30657196044922
study: 716from: 4000 successful	time increment: 0.29303789138793945	 total time: 165.59960985183716
study: 717from: 4000 successful	time increment: 0.2984428405761719	 total time: 165.89805269241333
study: 718from: 4000 successful	time increment: 0.15941214561462402	 total time: 166.05746483802795
study: 719from: 4000 successful	time increment: 0.33040666580200195	 total time: 166.38787150382996
study: 720from: 4000 successful	time increment: 0.15712428092956543	 total time: 166.54499578475952
study: 721from: 4000 successful	time increment: 0.21487903594970703	 total time: 166.75987482070923
study: 722from: 4000 successful	time increment: 0.24033236503601074	 total time: 167.00020718574524
study: 723from: 4000 successful	time increment: 0.26311564445495605	 total time: 167.2633228302002
study: 724from: 4000 successful	time increment: 0.16475749015808105	 total time: 167.42808032035828
study: 725from: 4000 successful	time increment: 0.2734405994415283	 total time: 167.7015209197998
study: 726from: 4000 successful	time increment: 0.19721531867980957	 total time: 167.89873623847961
study: 727from: 4000 successful	time increment: 0.20855140686035156	 total time: 168.10728764533997
study: 728from: 4000 successful	time increment: 0.2454671859741211	 total time: 168.3527548313141
study: 729from: 4000 successful	time increment: 0.23140811920166016	 total time: 168.58416295051575
study: 730from: 4000 successful	time increment: 0.1704704761505127	 total time: 168.75463342666626
study: 731from: 4000 successful	time increment: 0.2164306640625	 total time: 168.97106409072876
study: 732from: 4000 successful	time increment: 0.229325532913208	 total time: 169.20038962364197
study: 733from: 4000 successful	time increment: 0.1624467372894287	 total time: 169.3628363609314
study: 734from: 4000 successful	time increment: 0.2535233497619629	 total time: 169.61635971069336
study: 735from: 4000 successful	time increment: 0.13826966285705566	 total time: 169.75462937355042
study: 736from: 4000 successful	time increment: 0.2883739471435547	 total time: 170.04300332069397
study: 737from: 4000 successful	time increment: 0.22546863555908203	 total time: 170.26847195625305
study: 738from: 4000 successful	time increment: 0.2764244079589844	 total time: 170.54489636421204
study: 739from: 4000 successful	time increment: 0.3491978645324707	 total time: 170.8940942287445
study: 740from: 4000 successful	time increment: 0.25390148162841797	 total time: 171.14799571037292
study: 741from: 4000 successful	time increment: 0.4168891906738281	 total time: 171.56488490104675
study: 742from: 4000 successful	time increment: 0.24837875366210938	 total time: 171.81326365470886
study: 743from: 4000 successful	time increment: 0.2959322929382324	 total time: 172.1091959476471
study: 744from: 4000 successful	time increment: 0.19318318367004395	 total time: 172.30237913131714
study: 745from: 4000 successful	time increment: 0.21891474723815918	 total time: 172.5212938785553
study: 746from: 4000 successful	time increment: 0.2278757095336914	 total time: 172.749169588089
study: 747from: 4000 successful	time increment: 0.23453593254089355	 total time: 172.98370552062988
study: 748from: 4000 successful	time increment: 0.26499509811401367	 total time: 173.2487006187439
study: 749from: 4000 successful	time increment: 0.23536300659179688	 total time: 173.4840636253357
study: 750from: 4000 successful	time increment: 0.21625995635986328	 total time: 173.70032358169556
study: 751from: 4000 successful	time increment: 0.280672550201416	 total time: 173.98099613189697
study: 752from: 4000 successful	time increment: 0.11643123626708984	 total time: 174.09742736816406
study: 753from: 4000 successful	time increment: 0.18513774871826172	 total time: 174.28256511688232
study: 754from: 4000 successful	time increment: 0.2005629539489746	 total time: 174.4831280708313
study: 755from: 4000 successful	time increment: 0.1928091049194336	 total time: 174.67593717575073
study: 756from: 4000 successful	time increment: 0.1028590202331543	 total time: 174.7787961959839
study: 757from: 4000 successful	time increment: 0.24683856964111328	 total time: 175.025634765625
study: 758from: 4000 successful	time increment: 0.1289961338043213	 total time: 175.15463089942932
study: 759from: 4000 successful	time increment: 0.1473391056060791	 total time: 175.3019700050354
study: 760from: 4000 successful	time increment: 0.29841136932373047	 total time: 175.60038137435913
study: 761from: 4000 successful	time increment: 0.29684925079345703	 total time: 175.8972306251526
study: 762from: 4000 successful	time increment: 0.13985872268676758	 total time: 176.03708934783936
study: 763from: 4000 successful	time increment: 0.172377347946167	 total time: 176.20946669578552
study: 764from: 4000 successful	time increment: 0.1926407814025879	 total time: 176.4021074771881
study: 765from: 4000 successful	time increment: 0.2305893898010254	 total time: 176.63269686698914
study: 766from: 4000 successful	time increment: 0.32251906394958496	 total time: 176.95521593093872
study: 767from: 4000 successful	time increment: 0.24430370330810547	 total time: 177.19951963424683
study: 768from: 4000 successful	time increment: 0.2521400451660156	 total time: 177.45165967941284
study: 769from: 4000 successful	time increment: 0.2518727779388428	 total time: 177.70353245735168
study: 770from: 4000 successful	time increment: 0.18237566947937012	 total time: 177.88590812683105
study: 771from: 4000 successful	time increment: 0.0971686840057373	 total time: 177.9830768108368
study: 772from: 4000 successful	time increment: 0.21411490440368652	 total time: 178.19719171524048
study: 773from: 4000 successful	time increment: 0.3128526210784912	 total time: 178.51004433631897
study: 774from: 4000 successful	time increment: 0.36597776412963867	 total time: 178.8760221004486
study: 775from: 4000 successful	time increment: 0.23606038093566895	 total time: 179.11208248138428
study: 776from: 4000 successful	time increment: 0.3237874507904053	 total time: 179.43586993217468
study: 777from: 4000 successful	time increment: 0.318464994430542	 total time: 179.75433492660522
study: 778from: 4000 successful	time increment: 0.16933393478393555	 total time: 179.92366886138916
study: 779from: 4000 successful	time increment: 0.16033267974853516	 total time: 180.0840015411377
study: 780from: 4000 successful	time increment: 0.1830916404724121	 total time: 180.2670931816101
study: 781from: 4000 successful	time increment: 0.17496562004089355	 total time: 180.442058801651
study: 782from: 4000 successful	time increment: 0.13601136207580566	 total time: 180.5780701637268
study: 783from: 4000 successful	time increment: 0.21743369102478027	 total time: 180.7955038547516
study: 784from: 4000 successful	time increment: 0.2493422031402588	 total time: 181.04484605789185
study: 785from: 4000 successful	time increment: 0.33467984199523926	 total time: 181.37952589988708
study: 786from: 4000 successful	time increment: 0.30234742164611816	 total time: 181.6818733215332
study: 787from: 4000 successful	time increment: 0.1890866756439209	 total time: 181.87095999717712
study: 788from: 4000 successful	time increment: 0.2680678367614746	 total time: 182.1390278339386
study: 789from: 4000 successful	time increment: 0.22789931297302246	 total time: 182.36692714691162
study: 790from: 4000 successful	time increment: 0.3511495590209961	 total time: 182.71807670593262
study: 791from: 4000 successful	time increment: 0.25129032135009766	 total time: 182.96936702728271
study: 792from: 4000 successful	time increment: 0.3053708076477051	 total time: 183.27473783493042
study: 793from: 4000 successful	time increment: 0.1509106159210205	 total time: 183.42564845085144
study: 794from: 4000 successful	time increment: 0.23902344703674316	 total time: 183.66467189788818
study: 795from: 4000 successful	time increment: 0.1921398639678955	 total time: 183.85681176185608
study: 796from: 4000 successful	time increment: 0.32625865936279297	 total time: 184.18307042121887
study: 797from: 4000 successful	time increment: 0.1639084815979004	 total time: 184.34697890281677
study: 798from: 4000 successful	time increment: 0.3230593204498291	 total time: 184.6700382232666
study: 799from: 4000 successful	time increment: 0.20730137825012207	 total time: 184.87733960151672
study: 800from: 4000 successful	time increment: 0.264972448348999	 total time: 185.14231204986572
study: 801from: 4000 successful	time increment: 0.2327284812927246	 total time: 185.37504053115845
study: 802from: 4000 successful	time increment: 0.21753811836242676	 total time: 185.59257864952087
study: 803from: 4000 successful	time increment: 0.14995479583740234	 total time: 185.74253344535828
study: 804from: 4000 successful	time increment: 0.44418954849243164	 total time: 186.1867229938507
study: 805from: 4000 successful	time increment: 0.21165895462036133	 total time: 186.39838194847107
study: 806from: 4000 successful	time increment: 0.32881593704223633	 total time: 186.7271978855133
study: 807from: 4000 successful	time increment: 0.1889359951019287	 total time: 186.91613388061523
study: 808from: 4000 successful	time increment: 0.17870044708251953	 total time: 187.09483432769775
study: 809from: 4000 successful	time increment: 0.1962733268737793	 total time: 187.29110765457153
study: 810from: 4000 successful	time increment: 0.22485113143920898	 total time: 187.51595878601074
study: 811from: 4000 successful	time increment: 0.29372286796569824	 total time: 187.80968165397644
study: 812from: 4000 successful	time increment: 0.15730977058410645	 total time: 187.96699142456055
study: 813from: 4000 successful	time increment: 0.21235275268554688	 total time: 188.1793441772461
study: 814from: 4000 successful	time increment: 0.3367118835449219	 total time: 188.51605606079102
study: 815from: 4000 successful	time increment: 0.19964909553527832	 total time: 188.7157051563263
study: 816from: 4000 successful	time increment: 0.15124058723449707	 total time: 188.8669457435608
study: 817from: 4000 successful	time increment: 0.28434014320373535	 total time: 189.15128588676453
study: 818from: 4000 successful	time increment: 0.23747611045837402	 total time: 189.3887619972229
study: 819from: 4000 successful	time increment: 0.20808887481689453	 total time: 189.5968508720398
study: 820from: 4000 successful	time increment: 0.30095958709716797	 total time: 189.89781045913696
study: 821from: 4000 successful	time increment: 0.14567184448242188	 total time: 190.04348230361938
study: 822from: 4000 successful	time increment: 0.14068031311035156	 total time: 190.18416261672974
study: 823from: 4000 successful	time increment: 0.22048139572143555	 total time: 190.40464401245117
study: 824from: 4000 successful	time increment: 0.13164949417114258	 total time: 190.53629350662231
study: 825from: 4000 successful	time increment: 0.17473244667053223	 total time: 190.71102595329285
study: 826from: 4000 successful	time increment: 0.10745453834533691	 total time: 190.81848049163818
study: 827from: 4000 successful	time increment: 0.13432884216308594	 total time: 190.95280933380127
study: 828from: 4000 successful	time increment: 0.23119592666625977	 total time: 191.18400526046753
study: 829from: 4000 successful	time increment: 0.23321819305419922	 total time: 191.41722345352173
study: 830from: 4000 successful	time increment: 0.1636037826538086	 total time: 191.58082723617554
study: 831from: 4000 successful	time increment: 0.21239328384399414	 total time: 191.79322052001953
study: 832from: 4000 successful	time increment: 0.26001429557800293	 total time: 192.05323481559753
study: 833from: 4000 successful	time increment: 0.37790846824645996	 total time: 192.431143283844
study: 834from: 4000 successful	time increment: 0.2916431427001953	 total time: 192.7227864265442
study: 835from: 4000 successful	time increment: 0.21653270721435547	 total time: 192.93931913375854
study: 836from: 4000 successful	time increment: 0.18367528915405273	 total time: 193.1229944229126
study: 837from: 4000 successful	time increment: 0.25327086448669434	 total time: 193.3762652873993
study: 838from: 4000 successful	time increment: 0.2541232109069824	 total time: 193.63038849830627
study: 839from: 4000 successful	time increment: 0.16681838035583496	 total time: 193.7972068786621
study: 840from: 4000 successful	time increment: 0.21546149253845215	 total time: 194.01266837120056
study: 841from: 4000 successful	time increment: 0.30049872398376465	 total time: 194.31316709518433
study: 842from: 4000 successful	time increment: 0.3077270984649658	 total time: 194.6208941936493
study: 843from: 4000 successful	time increment: 0.2046816349029541	 total time: 194.82557582855225
study: 844from: 4000 successful	time increment: 0.23322534561157227	 total time: 195.05880117416382
study: 845from: 4000 successful	time increment: 0.3715932369232178	 total time: 195.43039441108704
study: 846from: 4000 successful	time increment: 0.28359436988830566	 total time: 195.71398878097534
study: 847from: 4000 successful	time increment: 0.2441246509552002	 total time: 195.95811343193054
study: 848from: 4000 successful	time increment: 0.31055426597595215	 total time: 196.2686676979065
study: 849from: 4000 successful	time increment: 0.26552629470825195	 total time: 196.53419399261475
study: 850from: 4000 successful	time increment: 0.16118574142456055	 total time: 196.6953797340393
study: 851from: 4000 successful	time increment: 0.22035670280456543	 total time: 196.91573643684387
study: 852from: 4000 successful	time increment: 0.19938325881958008	 total time: 197.11511969566345
study: 853from: 4000 successful	time increment: 0.2355177402496338	 total time: 197.3506374359131
study: 854from: 4000 successful	time increment: 0.1987314224243164	 total time: 197.5493688583374
study: 855from: 4000 successful	time increment: 0.22175812721252441	 total time: 197.77112698554993
study: 856from: 4000 successful	time increment: 0.3409748077392578	 total time: 198.11210179328918
study: 857from: 4000 successful	time increment: 0.20591306686401367	 total time: 198.3180148601532
study: 858from: 4000 successful	time increment: 0.23619866371154785	 total time: 198.55421352386475
study: 859from: 4000 successful	time increment: 0.18486905097961426	 total time: 198.73908257484436
study: 860from: 4000 successful	time increment: 0.22472596168518066	 total time: 198.96380853652954
study: 861from: 4000 successful	time increment: 0.1824932098388672	 total time: 199.1463017463684
study: 862from: 4000 successful	time increment: 0.2664680480957031	 total time: 199.4127697944641
study: 863from: 4000 successful	time increment: 0.27318596839904785	 total time: 199.68595576286316
study: 864from: 4000 successful	time increment: 0.23584938049316406	 total time: 199.92180514335632
study: 865from: 4000 successful	time increment: 0.2774832248687744	 total time: 200.1992883682251
study: 866from: 4000 successful	time increment: 0.16866517066955566	 total time: 200.36795353889465
study: 867from: 4000 successful	time increment: 0.10775494575500488	 total time: 200.47570848464966
study: 868from: 4000 successful	time increment: 0.1566023826599121	 total time: 200.63231086730957
study: 869from: 4000 successful	time increment: 0.30604004859924316	 total time: 200.9383509159088
study: 870from: 4000 successful	time increment: 0.1477501392364502	 total time: 201.08610105514526
study: 871from: 4000 successful	time increment: 0.3807952404022217	 total time: 201.46689629554749
study: 872from: 4000 successful	time increment: 0.21141815185546875	 total time: 201.67831444740295
study: 873from: 4000 successful	time increment: 0.22649383544921875	 total time: 201.90480828285217
study: 874from: 4000 successful	time increment: 0.25019335746765137	 total time: 202.15500164031982
study: 875from: 4000 successful	time increment: 0.28109312057495117	 total time: 202.43609476089478
study: 876from: 4000 successful	time increment: 0.2157449722290039	 total time: 202.65183973312378
study: 877from: 4000 successful	time increment: 0.1372685432434082	 total time: 202.7891082763672
study: 878from: 4000 successful	time increment: 0.24313712120056152	 total time: 203.03224539756775
study: 879from: 4000 successful	time increment: 0.1587073802947998	 total time: 203.19095277786255
study: 880from: 4000 successful	time increment: 0.3567798137664795	 total time: 203.54773259162903
study: 881from: 4000 successful	time increment: 0.2929072380065918	 total time: 203.84063982963562
study: 882from: 4000 successful	time increment: 0.1975693702697754	 total time: 204.0382091999054
study: 883from: 4000 successful	time increment: 0.2552783489227295	 total time: 204.29348754882812
study: 884from: 4000 successful	time increment: 0.24483180046081543	 total time: 204.53831934928894
study: 885from: 4000 successful	time increment: 0.12156462669372559	 total time: 204.65988397598267
study: 886from: 4000 successful	time increment: 0.24823999404907227	 total time: 204.90812397003174
study: 887from: 4000 successful	time increment: 0.1266014575958252	 total time: 205.03472542762756
study: 888from: 4000 successful	time increment: 0.21916961669921875	 total time: 205.25389504432678
study: 889from: 4000 successful	time increment: 0.20394515991210938	 total time: 205.4578402042389
study: 890from: 4000 successful	time increment: 0.2207014560699463	 total time: 205.67854166030884
study: 891from: 4000 successful	time increment: 0.21084332466125488	 total time: 205.8893849849701
study: 892from: 4000 successful	time increment: 0.23732519149780273	 total time: 206.1267101764679
study: 893from: 4000 successful	time increment: 0.18387508392333984	 total time: 206.31058526039124
study: 894from: 4000 successful	time increment: 0.267505407333374	 total time: 206.5780906677246
study: 895from: 4000 successful	time increment: 0.05048966407775879	 total time: 206.62858033180237
study: 896from: 4000 successful	time increment: 0.19616079330444336	 total time: 206.8247411251068
study: 897from: 4000 successful	time increment: 0.2249307632446289	 total time: 207.04967188835144
study: 898from: 4000 successful	time increment: 0.19655203819274902	 total time: 207.2462239265442
study: 899from: 4000 successful	time increment: 0.21381568908691406	 total time: 207.4600396156311
study: 900from: 4000 successful	time increment: 0.28185009956359863	 total time: 207.7418897151947
study: 901from: 4000 successful	time increment: 0.27776384353637695	 total time: 208.01965355873108
study: 902from: 4000 successful	time increment: 0.3003394603729248	 total time: 208.319993019104
study: 903from: 4000 successful	time increment: 0.16842412948608398	 total time: 208.4884171485901
study: 904from: 4000 successful	time increment: 0.28888869285583496	 total time: 208.77730584144592
study: 905from: 4000 successful	time increment: 0.30933499336242676	 total time: 209.08664083480835
study: 906from: 4000 successful	time increment: 0.31537675857543945	 total time: 209.4020175933838
study: 907from: 4000 successful	time increment: 0.2922842502593994	 total time: 209.6943018436432
study: 908from: 4000 successful	time increment: 0.23486852645874023	 total time: 209.92917037010193
study: 909from: 4000 successful	time increment: 0.22978925704956055	 total time: 210.1589596271515
study: 910from: 4000 successful	time increment: 0.19064593315124512	 total time: 210.34960556030273
study: 911from: 4000 successful	time increment: 0.1729271411895752	 total time: 210.5225327014923
study: 912from: 4000 successful	time increment: 0.34605908393859863	 total time: 210.8685917854309
study: 913from: 4000 successful	time increment: 0.2788505554199219	 total time: 211.14744234085083
study: 914from: 4000 successful	time increment: 0.24921822547912598	 total time: 211.39666056632996
study: 915from: 4000 successful	time increment: 0.21384668350219727	 total time: 211.61050724983215
study: 916from: 4000 successful	time increment: 0.35388684272766113	 total time: 211.96439409255981
study: 917from: 4000 successful	time increment: 0.21290826797485352	 total time: 212.17730236053467
study: 918from: 4000 successful	time increment: 0.17490220069885254	 total time: 212.35220456123352
study: 919from: 4000 successful	time increment: 0.23152422904968262	 total time: 212.5837287902832
study: 920from: 4000 successful	time increment: 0.17162275314331055	 total time: 212.7553515434265
study: 921from: 4000 successful	time increment: 0.2079758644104004	 total time: 212.9633274078369
study: 922from: 4000 successful	time increment: 0.295184850692749	 total time: 213.25851225852966
study: 923from: 4000 successful	time increment: 0.16205501556396484	 total time: 213.42056727409363
study: 924from: 4000 successful	time increment: 0.15562796592712402	 total time: 213.57619524002075
study: 925from: 4000 successful	time increment: 0.1833481788635254	 total time: 213.75954341888428
study: 926from: 4000 successful	time increment: 0.24969124794006348	 total time: 214.00923466682434
study: 927from: 4000 successful	time increment: 0.25499439239501953	 total time: 214.26422905921936
