study: 1from: 4000 successful	time increment: 0.515716552734375	 total time: 0.515716552734375
study: 947from: 4000 successful	time increment: 0.12738537788391113	 total time: 219.97298502922058
study: 948from: 4000 successful	time increment: 0.18341469764709473	 total time: 220.15639972686768
study: 949from: 4000 successful	time increment: 0.21901822090148926	 total time: 220.37541794776917
study: 950from: 4000 successful	time increment: 0.18826031684875488	 total time: 220.56367826461792
study: 951from: 4000 successful	time increment: 0.30274462699890137	 total time: 220.86642289161682
study: 952from: 4000 successful	time increment: 0.15175080299377441	 total time: 221.0181736946106
study: 953from: 4000 successful	time increment: 0.1935863494873047	 total time: 221.2117600440979
study: 954from: 4000 successful	time increment: 0.2053365707397461	 total time: 221.41709661483765
study: 955from: 4000 successful	time increment: 0.17781829833984375	 total time: 221.5949149131775
study: 956from: 4000 successful	time increment: 0.24912047386169434	 total time: 221.84403538703918
study: 957from: 4000 successful	time increment: 0.25515222549438477	 total time: 222.09918761253357
study: 958from: 4000 successful	time increment: 0.22579121589660645	 total time: 222.32497882843018
study: 959from: 4000 successful	time increment: 0.11737895011901855	 total time: 222.4423577785492
study: 960from: 4000 successful	time increment: 0.21690869331359863	 total time: 222.6592664718628
study: 961from: 4000 successful	time increment: 0.2628958225250244	 total time: 222.92216229438782
study: 962from: 4000 successful	time increment: 0.20168828964233398	 total time: 223.12385058403015
study: 963from: 4000 successful	time increment: 0.3127603530883789	 total time: 223.43661093711853
study: 964from: 4000 successful	time increment: 0.1274888515472412	 total time: 223.56409978866577
study: 965from: 4000 successful	time increment: 0.3716299533843994	 total time: 223.93572974205017
study: 966from: 4000 successful	time increment: 0.29227495193481445	 total time: 224.22800469398499
study: 967from: 4000 successful	time increment: 0.3871016502380371	 total time: 224.61510634422302
study: 968from: 4000 successful	time increment: 0.2179558277130127	 total time: 224.83306217193604
study: 969from: 4000 successful	time increment: 0.2847769260406494	 total time: 225.11783909797668
study: 970from: 4000 successful	time increment: 0.17264890670776367	 total time: 225.29048800468445
study: 971from: 4000 successful	time increment: 0.3138093948364258	 total time: 225.60429739952087
study: 972from: 4000 successful	time increment: 0.18145966529846191	 total time: 225.78575706481934
study: 973from: 4000 successful	time increment: 0.2107679843902588	 total time: 225.9965250492096
study: 974from: 4000 successful	time increment: 0.30998826026916504	 total time: 226.30651330947876
study: 975from: 4000 successful	time increment: 0.3623642921447754	 total time: 226.66887760162354
study: 976from: 4000 successful	time increment: 0.15813040733337402	 total time: 226.8270080089569
study: 977from: 4000 successful	time increment: 0.24446654319763184	 total time: 227.07147455215454
study: 978from: 4000 successful	time increment: 0.1895885467529297	 total time: 227.26106309890747
study: 979from: 4000 successful	time increment: 0.19922590255737305	 total time: 227.46028900146484
study: 980from: 4000 successful	time increment: 0.21829462051391602	 total time: 227.67858362197876
study: 981from: 4000 successful	time increment: 0.15824508666992188	 total time: 227.83682870864868
study: 982from: 4000 successful	time increment: 0.2428593635559082	 total time: 228.0796880722046
study: 983from: 4000 successful	time increment: 0.27671384811401367	 total time: 228.3564019203186
study: 984from: 4000 successful	time increment: 0.24974584579467773	 total time: 228.60614776611328
study: 985from: 4000 successful	time increment: 0.2968590259552002	 total time: 228.90300679206848
study: 986from: 4000 successful	time increment: 0.2896153926849365	 total time: 229.19262218475342
study: 987from: 4000 successful	time increment: 0.29152560234069824	 total time: 229.48414778709412
study: 988from: 4000 successful	time increment: 0.2659156322479248	 total time: 229.75006341934204
study: 989from: 4000 successful	time increment: 0.14091181755065918	 total time: 229.8909752368927
study: 990from: 4000 successful	time increment: 0.3087184429168701	 total time: 230.19969367980957
study: 991from: 4000 successful	time increment: 0.24862432479858398	 total time: 230.44831800460815
study: 992from: 4000 successful	time increment: 0.1965467929840088	 total time: 230.64486479759216
study: 993from: 4000 successful	time increment: 0.3531968593597412	 total time: 230.9980616569519
study: 994from: 4000 successful	time increment: 0.25757932662963867	 total time: 231.25564098358154
study: 995from: 4000 successful	time increment: 0.16173553466796875	 total time: 231.4173765182495
study: 996from: 4000 successful	time increment: 0.22391200065612793	 total time: 231.64128851890564
study: 997from: 4000 successful	time increment: 0.1242225170135498	 total time: 231.7655110359192
study: 998from: 4000 successful	time increment: 0.22035956382751465	 total time: 231.9858705997467
study: 999from: 4000 successful	time increment: 0.17290806770324707	 total time: 232.15877866744995
study: 1000from: 4000 successful	time increment: 0.1796092987060547	 total time: 232.338387966156
study: 1001from: 4000 successful	time increment: 0.2325725555419922	 total time: 232.570960521698
study: 1002from: 4000 successful	time increment: 0.22177481651306152	 total time: 232.79273533821106
study: 1003from: 4000 successful	time increment: 0.21205520629882812	 total time: 233.0047905445099
study: 1004from: 4000 successful	time increment: 0.22054147720336914	 total time: 233.22533202171326
study: 1005from: 4000 successful	time increment: 0.04875969886779785	 total time: 233.27409172058105
study: 1006from: 4000 successful	time increment: 0.26143479347229004	 total time: 233.53552651405334
study: 1007from: 4000 successful	time increment: 0.2074272632598877	 total time: 233.74295377731323
study: 1008from: 4000 successful	time increment: 0.18941569328308105	 total time: 233.9323694705963
study: 1009from: 4000 successful	time increment: 0.16931462287902832	 total time: 234.10168409347534
study: 1010from: 4000 successful	time increment: 0.1658647060394287	 total time: 234.26754879951477
study: 1011from: 4000 successful	time increment: 0.1568291187286377	 total time: 234.4243779182434
study: 1012from: 4000 successful	time increment: 0.30260610580444336	 total time: 234.72698402404785
study: 1013from: 4000 successful	time increment: 0.2744002342224121	 total time: 235.00138425827026
study: 1014from: 4000 successful	time increment: 0.2697422504425049	 total time: 235.27112650871277
study: 1015from: 4000 successful	time increment: 0.3293285369873047	 total time: 235.60045504570007
study: 1016from: 4000 successful	time increment: 0.15104103088378906	 total time: 235.75149607658386
study: 1017from: 4000 successful	time increment: 0.187150239944458	 total time: 235.93864631652832
study: 1018from: 4000 successful	time increment: 0.1849193572998047	 total time: 236.12356567382812
study: 1019from: 4000 successful	time increment: 0.3106880187988281	 total time: 236.43425369262695
study: 1020from: 4000 successful	time increment: 0.20262503623962402	 total time: 236.63687872886658
study: 1021from: 4000 successful	time increment: 0.22254562377929688	 total time: 236.85942435264587
study: 1022from: 4000 successful	time increment: 0.20023560523986816	 total time: 237.05965995788574
study: 1023from: 4000 successful	time increment: 0.22610235214233398	 total time: 237.28576231002808
study: 1024from: 4000 successful	time increment: 0.45168232917785645	 total time: 237.73744463920593
study: 1025from: 4000 successful	time increment: 0.18813538551330566	 total time: 237.92558002471924
study: 1026from: 4000 successful	time increment: 0.17412829399108887	 total time: 238.09970831871033
study: 1027from: 4000 successful	time increment: 0.30538439750671387	 total time: 238.40509271621704
study: 1028from: 4000 successful	time increment: 0.3259124755859375	 total time: 238.73100519180298
study: 1029from: 4000 successful	time increment: 0.22667193412780762	 total time: 238.9576771259308
study: 1030from: 4000 successful	time increment: 0.11601805686950684	 total time: 239.0736951828003
study: 1031from: 4000 successful	time increment: 0.2513399124145508	 total time: 239.32503509521484
study: 1032from: 4000 successful	time increment: 0.23699617385864258	 total time: 239.5620312690735
study: 1033from: 4000 successful	time increment: 0.13120007514953613	 total time: 239.69323134422302
study: 1034from: 4000 successful	time increment: 0.26314330101013184	 total time: 239.95637464523315
study: 1035from: 4000 successful	time increment: 0.24065518379211426	 total time: 240.19702982902527
study: 1036from: 4000 successful	time increment: 0.31111693382263184	 total time: 240.5081467628479
study: 1037from: 4000 successful	time increment: 0.25628185272216797	 total time: 240.76442861557007
study: 1038from: 4000 successful	time increment: 0.26453375816345215	 total time: 241.02896237373352
study: 1039from: 4000 successful	time increment: 0.26795411109924316	 total time: 241.29691648483276
study: 1040from: 4000 successful	time increment: 0.1816844940185547	 total time: 241.47860097885132
study: 1041from: 4000 successful	time increment: 0.14258217811584473	 total time: 241.62118315696716
study: 1042from: 4000 successful	time increment: 0.21738553047180176	 total time: 241.83856868743896
study: 1043from: 4000 successful	time increment: 0.2480924129486084	 total time: 242.08666110038757
study: 1044from: 4000 successful	time increment: 0.22681641578674316	 total time: 242.31347751617432
study: 1045from: 4000 successful	time increment: 0.23430681228637695	 total time: 242.5477843284607
study: 1046from: 4000 successful	time increment: 0.2554011344909668	 total time: 242.80318546295166
study: 1047from: 4000 successful	time increment: 0.16472434997558594	 total time: 242.96790981292725
study: 1048from: 4000 successful	time increment: 0.2581045627593994	 total time: 243.22601437568665
study: 1049from: 4000 successful	time increment: 0.35556721687316895	 total time: 243.58158159255981
study: 1050from: 4000 successful	time increment: 0.19974708557128906	 total time: 243.7813286781311
study: 1051from: 4000 successful	time increment: 0.3704853057861328	 total time: 244.15181398391724
study: 1052from: 4000 successful	time increment: 0.3131873607635498	 total time: 244.4650013446808
study: 1053from: 4000 successful	time increment: 0.25775575637817383	 total time: 244.72275710105896
study: 1054from: 4000 successful	time increment: 0.03897714614868164	 total time: 244.76173424720764
study: 1055from: 4000 successful	time increment: 0.11357760429382324	 total time: 244.87531185150146
study: 1056from: 4000 successful	time increment: 0.23496460914611816	 total time: 245.11027646064758
study: 1057from: 4000 successful	time increment: 0.176727294921875	 total time: 245.28700375556946
study: 1058from: 4000 successful	time increment: 0.2636697292327881	 total time: 245.55067348480225
study: 1059from: 4000 successful	time increment: 0.24548006057739258	 total time: 245.79615354537964
study: 1060from: 4000 successful	time increment: 0.24902987480163574	 total time: 246.04518342018127
study: 1061from: 4000 successful	time increment: 0.2758800983428955	 total time: 246.32106351852417
study: 1062from: 4000 successful	time increment: 0.2966647148132324	 total time: 246.6177282333374
study: 1063from: 4000 successful	time increment: 0.22980666160583496	 total time: 246.84753489494324
study: 1064from: 4000 successful	time increment: 0.12549591064453125	 total time: 246.97303080558777
study: 1065from: 4000 successful	time increment: 0.16331052780151367	 total time: 247.13634133338928
study: 1066from: 4000 successful	time increment: 0.1760714054107666	 total time: 247.31241273880005
study: 1067from: 4000 successful	time increment: 0.2377452850341797	 total time: 247.55015802383423
study: 1068from: 4000 successful	time increment: 0.19342350959777832	 total time: 247.743581533432
study: 1069from: 4000 successful	time increment: 0.24954676628112793	 total time: 247.99312829971313
study: 1070from: 4000 successful	time increment: 0.19356536865234375	 total time: 248.18669366836548
study: 1071from: 4000 successful	time increment: 0.17530345916748047	 total time: 248.36199712753296
study: 1072from: 4000 successful	time increment: 0.2143406867980957	 total time: 248.57633781433105
study: 1073from: 4000 successful	time increment: 0.2090592384338379	 total time: 248.7853970527649
study: 1074from: 4000 successful	time increment: 0.21352887153625488	 total time: 248.99892592430115
study: 1075from: 4000 successful	time increment: 0.22191929817199707	 total time: 249.22084522247314
study: 1076from: 4000 successful	time increment: 0.26966166496276855	 total time: 249.4905068874359
study: 1077from: 4000 successful	time increment: 0.14192533493041992	 total time: 249.63243222236633
study: 1078from: 4000 successful	time increment: 0.17010092735290527	 total time: 249.80253314971924
study: 1079from: 4000 successful	time increment: 0.19027400016784668	 total time: 249.99280714988708
study: 1080from: 4000 successful	time increment: 0.21999120712280273	 total time: 250.2127983570099
study: 1081from: 4000 successful	time increment: 0.18113946914672852	 total time: 250.39393782615662
study: 1082from: 4000 successful	time increment: 0.14796996116638184	 total time: 250.541907787323
study: 1083from: 4000 successful	time increment: 0.162567138671875	 total time: 250.70447492599487
study: 1084from: 4000 successful	time increment: 0.1775527000427246	 total time: 250.8820276260376
study: 1085from: 4000 successful	time increment: 0.22598791122436523	 total time: 251.10801553726196
study: 1086from: 4000 successful	time increment: 0.08971667289733887	 total time: 251.1977322101593
study: 1087from: 4000 successful	time increment: 0.21121430397033691	 total time: 251.40894651412964
study: 1088from: 4000 successful	time increment: 0.2253406047821045	 total time: 251.63428711891174
study: 1089from: 4000 successful	time increment: 0.1759033203125	 total time: 251.81019043922424
study: 1090from: 4000 successful	time increment: 0.16032171249389648	 total time: 251.97051215171814
study: 1091from: 4000 successful	time increment: 0.20179104804992676	 total time: 252.17230319976807
study: 1092from: 4000 successful	time increment: 0.2938075065612793	 total time: 252.46611070632935
study: 1093from: 4000 successful	time increment: 0.16952133178710938	 total time: 252.63563203811646
study: 1094from: 4000 successful	time increment: 0.18652820587158203	 total time: 252.82216024398804
study: 1095from: 4000 successful	time increment: 0.2990090847015381	 total time: 253.12116932868958
study: 1096from: 4000 successful	time increment: 0.13071775436401367	 total time: 253.2518870830536
study: 1097from: 4000 successful	time increment: 0.20610547065734863	 total time: 253.45799255371094
study: 1098from: 4000 successful	time increment: 0.1788041591644287	 total time: 253.63679671287537
study: 1099from: 4000 successful	time increment: 0.25624513626098633	 total time: 253.89304184913635
study: 1100from: 4000 successful	time increment: 0.3581221103668213	 total time: 254.25116395950317
study: 1101from: 4000 successful	time increment: 0.21779251098632812	 total time: 254.4689564704895
study: 1102from: 4000 successful	time increment: 0.1178884506225586	 total time: 254.58684492111206
study: 1103from: 4000 successful	time increment: 0.25709962844848633	 total time: 254.84394454956055
study: 1104from: 4000 successful	time increment: 0.28858399391174316	 total time: 255.1325285434723
study: 1105from: 4000 successful	time increment: 0.26899194717407227	 total time: 255.40152049064636
study: 1106from: 4000 successful	time increment: 0.1251683235168457	 total time: 255.5266888141632
study: 1107from: 4000 successful	time increment: 0.20759129524230957	 total time: 255.73428010940552
study: 1108from: 4000 successful	time increment: 0.28244805335998535	 total time: 256.0167281627655
study: 1109from: 4000 successful	time increment: 0.29712438583374023	 total time: 256.31385254859924
study: 1110from: 4000 successful	time increment: 0.15844941139221191	 total time: 256.47230195999146
study: 1111from: 4000 successful	time increment: 0.45711708068847656	 total time: 256.92941904067993
study: 1112from: 4000 successful	time increment: 0.27521848678588867	 total time: 257.2046375274658
study: 1113from: 4000 successful	time increment: 0.23292756080627441	 total time: 257.4375650882721
study: 1114from: 4000 successful	time increment: 0.23507213592529297	 total time: 257.6726372241974
study: 1115from: 4000 successful	time increment: 0.1831071376800537	 total time: 257.85574436187744
study: 1116from: 4000 successful	time increment: 0.21269607543945312	 total time: 258.0684404373169
study: 1117from: 4000 successful	time increment: 0.19216442108154297	 total time: 258.26060485839844
study: 1118from: 4000 successful	time increment: 0.20554876327514648	 total time: 258.4661536216736
study: 1119from: 4000 successful	time increment: 0.16430234909057617	 total time: 258.63045597076416
study: 1120from: 4000 successful	time increment: 0.31291699409484863	 total time: 258.943372964859
study: 1121from: 4000 successful	time increment: 0.19815468788146973	 total time: 259.1415276527405
study: 1122from: 4000 successful	time increment: 0.1929185390472412	 total time: 259.3344461917877
study: 1123from: 4000 successful	time increment: 0.1276392936706543	 total time: 259.4620854854584
study: 1124from: 4000 successful	time increment: 0.18782281875610352	 total time: 259.6499083042145
study: 1125from: 4000 successful	time increment: 0.1698455810546875	 total time: 259.81975388526917
study: 1126from: 4000 successful	time increment: 0.2657816410064697	 total time: 260.08553552627563
study: 1127from: 4000 successful	time increment: 0.1895303726196289	 total time: 260.27506589889526
study: 1128from: 4000 successful	time increment: 0.14323854446411133	 total time: 260.4183044433594
study: 1129from: 4000 successful	time increment: 0.27480340003967285	 total time: 260.69310784339905
study: 1130from: 4000 successful	time increment: 0.17030787467956543	 total time: 260.8634157180786
study: 1131from: 4000 successful	time increment: 0.28400206565856934	 total time: 261.1474177837372
study: 1132from: 4000 successful	time increment: 0.32926464080810547	 total time: 261.4766824245453
study: 1133from: 4000 successful	time increment: 0.28591251373291016	 total time: 261.7625949382782
study: 1134from: 4000 successful	time increment: 0.28232455253601074	 total time: 262.0449194908142
study: 1135from: 4000 successful	time increment: 0.21261167526245117	 total time: 262.25753116607666
study: 1136from: 4000 successful	time increment: 0.23340725898742676	 total time: 262.4909384250641
study: 1137from: 4000 successful	time increment: 0.2458937168121338	 total time: 262.7368321418762
study: 1138from: 4000 successful	time increment: 0.18603897094726562	 total time: 262.9228711128235
study: 1139from: 4000 successful	time increment: 0.22803330421447754	 total time: 263.15090441703796
study: 1140from: 4000 successful	time increment: 0.21337175369262695	 total time: 263.3642761707306
study: 1141from: 4000 successful	time increment: 0.2410130500793457	 total time: 263.60528922080994
study: 1142from: 4000 successful	time increment: 0.16625618934631348	 total time: 263.77154541015625
study: 1143from: 4000 successful	time increment: 0.2542307376861572	 total time: 264.0257761478424
study: 1144from: 4000 successful	time increment: 0.24104833602905273	 total time: 264.26682448387146
study: 1145from: 4000 successful	time increment: 0.23569941520690918	 total time: 264.50252389907837
study: 1146from: 4000 successful	time increment: 0.23664021492004395	 total time: 264.7391641139984
study: 1147from: 4000 successful	time increment: 0.23119854927062988	 total time: 264.97036266326904
study: 1148from: 4000 successful	time increment: 0.26522278785705566	 total time: 265.2355854511261
study: 1149from: 4000 successful	time increment: 0.25475502014160156	 total time: 265.4903404712677
study: 1150from: 4000 successful	time increment: 0.290050745010376	 total time: 265.7803912162781
study: 1151from: 4000 successful	time increment: 0.2272472381591797	 total time: 266.00763845443726
study: 1152from: 4000 successful	time increment: 0.2400805950164795	 total time: 266.24771904945374
study: 1153from: 4000 successful	time increment: 0.25411128997802734	 total time: 266.50183033943176
study: 1154from: 4000 successful	time increment: 0.16398215293884277	 total time: 266.6658124923706
study: 1155from: 4000 successful	time increment: 0.2336435317993164	 total time: 266.8994560241699
study: 1156from: 4000 successful	time increment: 0.19291114807128906	 total time: 267.0923671722412
study: 1157from: 4000 successful	time increment: 0.18877243995666504	 total time: 267.2811396121979
study: 1158from: 4000 successful	time increment: 0.12010717391967773	 total time: 267.40124678611755
study: 1159from: 4000 successful	time increment: 0.2758605480194092	 total time: 267.67710733413696
study: 1160from: 4000 successful	time increment: 0.1673872470855713	 total time: 267.84449458122253
study: 1161from: 4000 successful	time increment: 0.26891398429870605	 total time: 268.11340856552124
study: 1162from: 4000 successful	time increment: 0.22103357315063477	 total time: 268.3344421386719
study: 1163from: 4000 successful	time increment: 0.35547924041748047	 total time: 268.68992137908936
study: 1164from: 4000 successful	time increment: 0.3460690975189209	 total time: 269.0359904766083
study: 1165from: 4000 successful	time increment: 0.1926732063293457	 total time: 269.2286636829376
study: 1166from: 4000 successful	time increment: 0.22288012504577637	 total time: 269.4515438079834
study: 1167from: 4000 successful	time increment: 0.23375391960144043	 total time: 269.68529772758484
study: 1168from: 4000 successful	time increment: 0.15644478797912598	 total time: 269.84174251556396
study: 1169from: 4000 successful	time increment: 0.23235750198364258	 total time: 270.0741000175476
study: 1170from: 4000 successful	time increment: 0.18833184242248535	 total time: 270.2624318599701
study: 1171from: 4000 successful	time increment: 0.2436051368713379	 total time: 270.50603699684143
study: 1172from: 4000 successful	time increment: 0.24262475967407227	 total time: 270.7486617565155
study: 1173from: 4000 successful	time increment: 0.17953228950500488	 total time: 270.9281940460205
study: 1174from: 4000 successful	time increment: 0.3077421188354492	 total time: 271.23593616485596
study: 1175from: 4000 successful	time increment: 0.2228529453277588	 total time: 271.4587891101837
study: 1176from: 4000 successful	time increment: 0.338120698928833	 total time: 271.79690980911255
study: 1177from: 4000 successful	time increment: 0.12221455574035645	 total time: 271.9191243648529
study: 1178from: 4000 successful	time increment: 0.29534006118774414	 total time: 272.21446442604065
study: 1179from: 4000 successful	time increment: 0.43822431564331055	 total time: 272.65268874168396
study: 1180from: 4000 successful	time increment: 0.20853686332702637	 total time: 272.861225605011
study: 1181from: 4000 successful	time increment: 0.23752880096435547	 total time: 273.09875440597534
study: 1182from: 4000 successful	time increment: 0.20015239715576172	 total time: 273.2989068031311
study: 1183from: 4000 successful	time increment: 0.418759822845459	 total time: 273.71766662597656
study: 1184from: 4000 successful	time increment: 0.19948720932006836	 total time: 273.91715383529663
study: 1185from: 4000 successful	time increment: 0.22183871269226074	 total time: 274.1389925479889
study: 1186from: 4000 successful	time increment: 0.19112348556518555	 total time: 274.3301160335541
study: 1187from: 4000 successful	time increment: 0.24630236625671387	 total time: 274.5764183998108
study: 1188from: 4000 successful	time increment: 0.3206033706665039	 total time: 274.8970217704773
study: 1189from: 4000 successful	time increment: 0.3492400646209717	 total time: 275.24626183509827
study: 1190from: 4000 successful	time increment: 0.16695261001586914	 total time: 275.41321444511414
study: 1191from: 4000 successful	time increment: 0.3141825199127197	 total time: 275.72739696502686
study: 1192from: 4000 successful	time increment: 0.23486852645874023	 total time: 275.9622654914856
study: 1193from: 4000 successful	time increment: 0.28414225578308105	 total time: 276.2464077472687
study: 1194from: 4000 successful	time increment: 0.2578885555267334	 total time: 276.5042963027954
study: 1195from: 4000 successful	time increment: 0.187211275100708	 total time: 276.6915075778961
study: 1196from: 4000 successful	time increment: 0.2643563747406006	 total time: 276.9558639526367
study: 1197from: 4000 successful	time increment: 0.20303583145141602	 total time: 277.15889978408813
study: 1198from: 4000 successful	time increment: 0.2482905387878418	 total time: 277.407190322876
study: 1199from: 4000 successful	time increment: 0.22458982467651367	 total time: 277.6317801475525
study: 1200from: 4000 successful	time increment: 0.23919320106506348	 total time: 277.87097334861755
study: 1201from: 4000 successful	time increment: 0.23083829879760742	 total time: 278.10181164741516
study: 1202from: 4000 successful	time increment: 0.16061687469482422	 total time: 278.26242852211
study: 1203from: 4000 successful	time increment: 0.20430946350097656	 total time: 278.46673798561096
study: 1204from: 4000 successful	time increment: 0.22637271881103516	 total time: 278.693110704422
study: 1205from: 4000 successful	time increment: 0.207688570022583	 total time: 278.9007992744446
study: 1206from: 4000 successful	time increment: 0.27634668350219727	 total time: 279.1771459579468
study: 1207from: 4000 successful	time increment: 0.24825620651245117	 total time: 279.42540216445923
study: 1208from: 4000 successful	time increment: 0.19330978393554688	 total time: 279.6187119483948
study: 1209from: 4000 successful	time increment: 0.21603775024414062	 total time: 279.8347496986389
study: 1210from: 4000 successful	time increment: 0.16490626335144043	 total time: 279.99965596199036
study: 1211from: 4000 successful	time increment: 0.21462392807006836	 total time: 280.2142798900604
study: 1212from: 4000 successful	time increment: 0.31476807594299316	 total time: 280.5290479660034
study: 1213from: 4000 successful	time increment: 0.14855360984802246	 total time: 280.67760157585144
study: 1214from: 4000 successful	time increment: 0.2299180030822754	 total time: 280.9075195789337
study: 1215from: 4000 successful	time increment: 0.30252885818481445	 total time: 281.21004843711853
study: 1216from: 4000 successful	time increment: 0.28981828689575195	 total time: 281.4998667240143
study: 1217from: 4000 successful	time increment: 0.11677002906799316	 total time: 281.6166367530823
study: 1218from: 4000 successful	time increment: 0.21203088760375977	 total time: 281.82866764068604
study: 1219from: 4000 successful	time increment: 0.25334620475769043	 total time: 282.0820138454437
study: 1220from: 4000 successful	time increment: 0.3493771553039551	 total time: 282.4313910007477
study: 1221from: 4000 successful	time increment: 0.18451714515686035	 total time: 282.61590814590454
study: 1222from: 4000 successful	time increment: 0.14425110816955566	 total time: 282.7601592540741
study: 1223from: 4000 successful	time increment: 0.2398841381072998	 total time: 283.0000433921814
study: 1224from: 4000 successful	time increment: 0.11861085891723633	 total time: 283.11865425109863
study: 1225from: 4000 successful	time increment: 0.27661561965942383	 total time: 283.39526987075806
study: 1226from: 4000 successful	time increment: 0.17760992050170898	 total time: 283.57287979125977
study: 1227from: 4000 successful	time increment: 0.1898202896118164	 total time: 283.7627000808716
study: 1228from: 4000 successful	time increment: 0.1923995018005371	 total time: 283.9550995826721
study: 1229from: 4000 successful	time increment: 0.3276686668395996	 total time: 284.2827682495117
study: 1230from: 4000 successful	time increment: 0.26414966583251953	 total time: 284.54691791534424
study: 1231from: 4000 successful	time increment: 0.3031599521636963	 total time: 284.85007786750793
study: 1232from: 4000 successful	time increment: 0.1732804775238037	 total time: 285.02335834503174
study: 1233from: 4000 successful	time increment: 0.20171165466308594	 total time: 285.2250699996948
study: 1234from: 4000 successful	time increment: 0.26236486434936523	 total time: 285.4874348640442
study: 1235from: 4000 successful	time increment: 0.13584232330322266	 total time: 285.6232771873474
study: 1236from: 4000 successful	time increment: 0.28113675117492676	 total time: 285.90441393852234
study: 1237from: 4000 successful	time increment: 0.309276819229126	 total time: 286.21369075775146
study: 1238from: 4000 successful	time increment: 0.1853628158569336	 total time: 286.3990535736084
study: 1239from: 4000 successful	time increment: 0.266129732131958	 total time: 286.66518330574036
study: 1240from: 4000 successful	time increment: 0.2220594882965088	 total time: 286.88724279403687
study: 1241from: 4000 successful	time increment: 0.24956774711608887	 total time: 287.13681054115295
study: 1242from: 4000 successful	time increment: 0.24679088592529297	 total time: 287.38360142707825
study: 1243from: 4000 successful	time increment: 0.11376523971557617	 total time: 287.4973666667938
study: 1244from: 4000 successful	time increment: 0.2782571315765381	 total time: 287.77562379837036
study: 1245from: 4000 successful	time increment: 0.21873974800109863	 total time: 287.99436354637146
study: 1246from: 4000 successful	time increment: 0.30827951431274414	 total time: 288.3026430606842
study: 1247from: 4000 successful	time increment: 0.4106569290161133	 total time: 288.7132999897003
study: 1248from: 4000 successful	time increment: 0.18628239631652832	 total time: 288.89958238601685
study: 1249from: 4000 successful	time increment: 0.21163606643676758	 total time: 289.1112184524536
study: 1250from: 4000 successful	time increment: 0.20316100120544434	 total time: 289.31437945365906
study: 1251from: 4000 successful	time increment: 0.14774250984191895	 total time: 289.462121963501
study: 1252from: 4000 successful	time increment: 0.11357641220092773	 total time: 289.5756983757019
study: 1253from: 4000 successful	time increment: 0.22686457633972168	 total time: 289.8025629520416
study: 1254from: 4000 successful	time increment: 0.09815621376037598	 total time: 289.900719165802
study: 1255from: 4000 successful	time increment: 0.2535090446472168	 total time: 290.1542282104492
study: 1256from: 4000 successful	time increment: 0.09755086898803711	 total time: 290.25177907943726
study: 1257from: 4000 successful	time increment: 0.13197636604309082	 total time: 290.38375544548035
study: 1258from: 4000 successful	time increment: 0.09613990783691406	 total time: 290.47989535331726
study: 1259from: 4000 successful	time increment: 0.2345576286315918	 total time: 290.71445298194885
study: 1260from: 4000 successful	time increment: 0.20644569396972656	 total time: 290.9208986759186
study: 1261from: 4000 successful	time increment: 0.1591811180114746	 total time: 291.08007979393005
study: 1262from: 4000 successful	time increment: 0.12449955940246582	 total time: 291.2045793533325
study: 1263from: 4000 successful	time increment: 0.21579480171203613	 total time: 291.42037415504456
study: 1264from: 4000 successful	time increment: 0.16823482513427734	 total time: 291.58860898017883
study: 1265from: 4000 successful	time increment: 0.12394261360168457	 total time: 291.7125515937805
study: 1266from: 4000 successful	time increment: 0.2491912841796875	 total time: 291.9617428779602
study: 1267from: 4000 successful	time increment: 0.2653083801269531	 total time: 292.22705125808716
study: 1268from: 4000 successful	time increment: 0.25507187843322754	 total time: 292.4821231365204
study: 1269from: 4000 successful	time increment: 0.16266465187072754	 total time: 292.6447877883911
study: 1270from: 4000 successful	time increment: 0.11662101745605469	 total time: 292.76140880584717
study: 1271from: 4000 successful	time increment: 0.15710830688476562	 total time: 292.91851711273193
study: 1272from: 4000 successful	time increment: 0.2759406566619873	 total time: 293.1944577693939
study: 1273from: 4000 successful	time increment: 0.2920217514038086	 total time: 293.48647952079773
study: 1274from: 4000 successful	time increment: 0.22014689445495605	 total time: 293.7066264152527
study: 1275from: 4000 successful	time increment: 0.20702290534973145	 total time: 293.9136493206024
study: 1276from: 4000 successful	time increment: 0.18397068977355957	 total time: 294.097620010376
study: 1277from: 4000 successful	time increment: 0.20073986053466797	 total time: 294.29835987091064
study: 1278from: 4000 successful	time increment: 0.19109630584716797	 total time: 294.4894561767578
study: 1279from: 4000 successful	time increment: 0.2267167568206787	 total time: 294.7161729335785
study: 1280from: 4000 successful	time increment: 0.26427483558654785	 total time: 294.98044776916504
study: 1281from: 4000 successful	time increment: 0.1841268539428711	 total time: 295.1645746231079
study: 1282from: 4000 successful	time increment: 0.1702585220336914	 total time: 295.3348331451416
study: 1283from: 4000 successful	time increment: 0.2442641258239746	 total time: 295.5790972709656
study: 1284from: 4000 successful	time increment: 0.29489612579345703	 total time: 295.87399339675903
study: 1285from: 4000 successful	time increment: 0.1811199188232422	 total time: 296.0551133155823
study: 1286from: 4000 successful	time increment: 0.2099928855895996	 total time: 296.2651062011719
study: 1287from: 4000 successful	time increment: 0.23195505142211914	 total time: 296.497061252594
study: 1288from: 4000 successful	time increment: 0.25641870498657227	 total time: 296.75347995758057
